Facility ID,Property type,Rating snapshot date,Original Loan Amount,Principal Repayment Type,Current Loan Balance,Interest rate,Property value,Net operating income,Contractual term,Months to maturity,Annual tenant turnover,Region,Property Class,Default flag
ABC1000150,Retail space,1/1/2015," $7,548,687.55 ", Fully amortizing ," $5,032,458.36 ",7.79%," $13,014,978.53 "," $801,722.68 ",60,40,15%,Northeast,N/A,0
ABC1000151,Multifamily residential,1/1/2017," $27,101,514.84 ", Fully amortizing ," $4,742,765.10 ",6.80%," $45,169,191.40 "," $2,344,281.03 ",120,21,15%,Northeast,N/A,0
ABC1000152,Multifamily residential,1/1/2017," $28,239,552.16 ", Partially amortizing ," $27,486,497.44 ",7.33%," $42,787,200.25 "," $2,986,546.58 ",120,112,2%,Northeast,N/A,0
ABC1000153,Retail space,1/1/2016," $4,355,029.13 ", Partially amortizing ," $3,585,640.65 ",6.94%," $5,443,786.41 "," $405,562.09 ",60,7,1%,South,N/A,0
ABC1000154,Retail space,1/1/2015," $4,910,370.34 ", Partially amortizing ," $4,370,229.60 ",7.21%," $7,221,132.85 "," $678,786.49 ",120,87,2%,Midwest,N/A,0
ABC1000155,Retail space,1/1/2022," $2,411,114.80 ", Partially amortizing ," $1,792,262.00 ",6.62%," $4,086,635.25 "," $364,527.86 ",120,43,9%,Northeast,N/A,0
ABC1000156,Retail space,1/1/2023," $1,202,785.77 ", Partially amortizing ," $1,054,442.20 ",6.44%," $1,850,439.65 "," $175,051.59 ",60,23,5%,South,N/A,0
ABC1000157,Retail space,1/1/2018," $15,855,067.43 ", Partially amortizing ," $14,850,913.16 ",5.53%," $21,140,089.90 "," $2,143,605.12 ",60,41,14%,South,N/A,0
ABC1000158,Office building,1/1/2021," $1,102,481.07 ", Fully amortizing ," $661,488.64 ",5.59%," $1,531,223.71 "," $65,995.74 ",60,36,35%,Northeast,Class C,0
ABC1000159,Multifamily residential,1/1/2020," $888,997.00 ", Fully amortizing ," $844,547.15 ",5.19%," $1,288,401.44 "," $70,990.92 ",60,57,6%,South,N/A,0
ABC1000160,Office building,1/1/2021," $8,787,789.92 ", Partially amortizing ," $8,553,448.85 ",7.39%," $12,377,168.90 "," $1,393,669.22 ",180,172,17%,South,Class A,0
ABC1000161,Multifamily residential,1/1/2018," $1,078,578.04 ", Partially amortizing ," $1,049,815.96 ",6.85%," $1,419,181.64 "," $93,524.07 ",120,112,30%,South,N/A,0
ABC1000162,Multifamily residential,1/1/2022," $2,559,622.98 ", Partially amortizing ," $2,150,083.30 ",5.91%," $3,160,028.37 "," $199,713.79 ",60,12,15%,Northeast,N/A,0
ABC1000163,Multifamily residential,1/1/2016," $641,580.78 ", Partially amortizing ," $303,681.57 ",7.76%," $867,001.05 "," $63,204.38 ",180,22,29%,Northeast,N/A,0
ABC1000164,Multifamily residential,1/1/2023," $2,235,591.11 ", Partially amortizing ," $2,220,687.17 ",6.10%," $2,941,567.25 "," $205,909.71 ",120,118,32%,Northeast,N/A,0
ABC1000165,Multifamily residential,1/1/2016," $3,674,287.25 ", Partially amortizing ," $2,878,191.68 ",7.22%," $5,484,010.82 "," $484,786.56 ",120,55,9%,Midwest,N/A,0
ABC1000166,Multifamily residential,1/1/2019," $10,782,384.02 ", Partially amortizing ," $9,632,263.06 ",5.69%," $15,626,643.51 "," $804,772.14 ",60,28,13%,South,N/A,0
ABC1000167,Retail space,1/1/2017," $2,275,124.20 ", Fully amortizing ," $1,497,790.10 ",7.27%," $3,159,894.72 "," $255,319.49 ",120,79,8%,Northeast,N/A,0
ABC1000168,Office building,1/1/2019," $911,221.70 ", Partially amortizing ," $862,623.21 ",5.84%," $1,360,032.39 "," $174,084.15 ",60,44,3%,Midwest,Class A,0
ABC1000169,Retail space,1/1/2021," $2,439,034.95 ", Partially amortizing ," $1,666,673.88 ",6.79%," $3,752,361.46 "," $329,832.57 ",120,25,29%,Northeast,N/A,0
ABC1000170,Retail space,1/1/2019," $5,323,235.60 ", Fully amortizing ," $1,951,853.05 ",5.84%," $7,604,622.29 "," $809,131.81 ",60,22,11%,Northeast,N/A,0
ABC1000171,Retail space,1/1/2023," $2,348,649.40 ", Fully amortizing ," $1,330,901.33 ",6.84%," $3,217,327.95 "," $255,455.84 ",60,34,4%,Midwest,N/A,0
ABC1000172,Retail space,1/1/2015," $3,334,853.90 ", Partially amortizing ," $2,556,721.33 ",6.43%," $4,904,196.92 "," $600,273.70 ",120,50,35%,Northeast,N/A,0
ABC1000173,Multifamily residential,1/1/2022," $6,523,363.96 ", Partially amortizing ," $5,958,005.75 ",5.77%," $9,454,150.67 "," $824,401.94 ",60,34,39%,South,N/A,0
ABC1000174,Retail space,1/1/2016," $1,313,951.19 ", Partially amortizing ," $1,073,060.14 ",7.27%," $1,751,934.92 "," $176,069.46 ",120,65,6%,South,N/A,0
ABC1000175,Retail space,1/1/2018," $1,103,942.05 ", Partially amortizing ," $1,008,267.07 ",6.96%," $1,533,252.85 "," $150,258.78 ",120,94,39%,Midwest,N/A,0
ABC1000176,Retail space,1/1/2023," $910,476.06 ", Partially amortizing ," $840,672.89 ",5.95%," $1,543,179.76 "," $118,824.84 ",120,97,15%,Northeast,N/A,0
ABC1000177,Multifamily residential,1/1/2018," $2,308,915.24 ", Partially amortizing ," $2,185,773.09 ",5.97%," $2,886,144.05 "," $325,845.66 ",60,44,14%,Northeast,N/A,0
ABC1000178,Office building,1/1/2020," $849,491.98 ", Partially amortizing ," $671,098.66 ",8.19%," $1,249,252.91 "," $103,937.84 ",120,57,25%,South,Class B,0
ABC1000179,Retail space,1/1/2021," $48,861,398.67 ", Partially amortizing ," $40,229,218.24 ",5.08%," $63,456,361.91 "," $6,174,304.01 ",60,7,27%,Northeast,N/A,0
ABC1000180,Multifamily residential,1/1/2020," $1,325,643.81 ", Fully amortizing ," $1,193,079.43 ",5.60%," $2,325,690.89 "," $137,215.76 ",60,54,7%,Northeast,N/A,0
ABC1000181,Retail space,1/1/2016," $14,549,633.21 ", Fully amortizing ," $6,789,828.83 ",7.35%," $16,723,716.33 "," $2,145,652.80 ",60,28,2%,Northeast,N/A,0
ABC1000182,Office building,1/1/2021," $7,679,144.24 ", Fully amortizing ," $3,327,629.17 ",5.21%," $9,364,810.04 "," $796,008.85 ",60,26,27%,South,Class A,0
ABC1000183,Multifamily residential,1/1/2020," $1,193,768.26 ", Partially amortizing ," $1,046,536.84 ",6.09%," $1,550,348.39 "," $120,617.10 ",60,23,28%,Northeast,N/A,0
ABC1000184,Multifamily residential,1/1/2020," $3,996,937.19 ", Fully amortizing ," $1,865,237.36 ",5.90%," $6,552,356.05 "," $566,778.80 ",60,28,12%,Northeast,N/A,0
ABC1000185,Retail space,1/1/2019," $30,281,427.49 ", Partially amortizing ," $29,675,798.94 ",5.83%," $49,641,684.40 "," $4,105,367.30 ",60,54,10%,Northeast,N/A,0
ABC1000186,Multifamily residential,1/1/2023," $3,597,326.85 ", Partially amortizing ," $3,105,692.18 ",6.29%," $6,917,936.25 "," $519,537.01 ",60,19,31%,South,N/A,0
ABC1000187,Multifamily residential,1/1/2016," $2,869,497.60 ", Partially amortizing ," $2,544,287.88 ",7.63%," $4,219,849.42 "," $278,932.05 ",60,26,3%,West,N/A,0
ABC1000188,Office building,1/1/2022," $4,178,923.82 ", Fully amortizing ," $1,497,447.70 ",6.52%," $7,738,747.81 "," $610,587.20 ",120,43,38%,South,Class A,0
ABC1000189,Retail space,1/1/2019," $2,382,230.69 ", Fully amortizing ," $1,707,265.33 ",7.74%," $3,263,329.71 "," $286,520.35 ",120,86,6%,Northeast,N/A,0
ABC1000190,Multifamily residential,1/1/2020," $599,801.63 ", Partially amortizing ," $525,826.10 ",5.23%," $833,057.82 "," $74,308.76 ",60,23,4%,Northeast,N/A,0
ABC1000191,Retail space,1/1/2017," $8,644,982.34 ", Fully amortizing ," $1,368,788.87 ",7.51%," $12,349,974.76 "," $1,083,092.79 ",120,19,2%,Northeast,N/A,0
ABC1000192,Office building,1/1/2021," $8,965,502.81 ", Partially amortizing ," $8,158,607.56 ",4.98%," $14,460,488.41 "," $1,062,845.90 ",60,33,21%,South,Class C,0
ABC1000193,Retail space,1/1/2018," $1,186,295.19 ", Partially amortizing ," $1,130,934.75 ",5.87%," $1,770,589.84 "," $169,445.45 ",60,46,38%,Northeast,N/A,1
ABC1000194,Office building,1/1/2015," $1,084,274.21 ", Partially amortizing ," $965,004.05 ",7.69%," $1,936,203.95 "," $104,748.63 ",60,27,9%,Northeast,Class A,0
ABC1000195,Multifamily residential,1/1/2018," $18,372,390.17 ", Partially amortizing ," $16,228,944.65 ",6.28%," $27,836,954.80 "," $2,569,350.93 ",60,25,2%,Northeast,N/A,0
ABC1000196,Multifamily residential,1/1/2017," $4,084,070.38 ", Partially amortizing ," $3,253,642.73 ",7.28%," $6,381,359.97 "," $529,652.88 ",120,59,6%,Midwest,N/A,0
ABC1000197,Retail space,1/1/2020," $8,927,234.02 ", Partially amortizing ," $8,480,872.32 ",6.04%," $11,746,360.55 "," $1,234,542.49 ",60,45,16%,Northeast,N/A,0
ABC1000198,Multifamily residential,1/1/2021," $4,821,317.77 ", Partially amortizing ," $4,467,754.47 ",4.94%," $7,195,996.68 "," $454,067.39 ",60,38,2%,West,N/A,0
ABC1000199,Multifamily residential,1/1/2020," $23,759,374.42 ", Partially amortizing ," $22,413,009.87 ",7.48%," $25,825,406.98 "," $1,810,361.03 ",120,103,13%,Midwest,N/A,1
ABC1000200,Multifamily residential,1/1/2022," $9,784,624.03 ", Partially amortizing ," $9,491,085.31 ",7.04%," $14,825,187.92 "," $962,154.70 ",180,171,7%,Northeast,N/A,0
ABC1000201,Multifamily residential,1/1/2023," $2,581,875.39 ", Partially amortizing ," $1,712,644.01 ",5.44%," $4,303,125.65 "," $197,943.78 ",120,19,2%,South,N/A,0
ABC1000202,Retail space,1/1/2016," $2,672,514.94 ", Fully amortizing ," $2,472,076.32 ",6.95%," $3,259,164.56 "," $263,666.41 ",120,111,4%,Northeast,N/A,0
ABC1000203,Office building,1/1/2017," $17,796,687.22 ", Partially amortizing ," $15,779,729.34 ",6.69%," $24,049,577.33 "," $1,625,751.43 ",60,26,9%,Northeast,Class B,0
ABC1000204,Multifamily residential,1/1/2021," $12,246,952.41 ", Partially amortizing ," $11,308,019.40 ",5.77%," $15,905,133.00 "," $1,221,514.21 ",60,37,10%,Northeast,N/A,0
ABC1000205,Office building,1/1/2020," $6,373,888.44 ", Partially amortizing ," $4,801,662.63 ",8.17%," $8,852,622.84 "," $736,538.22 ",120,46,20%,Northeast,Class A,0
ABC1000206,Retail space,1/1/2019," $2,911,616.08 ", Partially amortizing ," $2,649,570.63 ",5.65%," $4,281,788.35 "," $365,664.73 ",60,33,1%,Northeast,N/A,0
ABC1000207,Office building,1/1/2019," $1,448,561.98 ", Fully amortizing ," $1,255,420.38 ",5.83%," $2,733,135.82 "," $157,428.62 ",60,52,3%,Northeast,Class B,0
ABC1000208,Multifamily residential,1/1/2020," $755,098.65 ", Partially amortizing ," $712,309.72 ",7.53%," $1,144,088.86 "," $122,074.28 ",120,103,9%,Northeast,N/A,0
ABC1000209,Multifamily residential,1/1/2019," $862,924.88 ", Partially amortizing ," $791,014.47 ",7.92%," $1,487,801.51 "," $136,282.62 ",120,95,34%,Northeast,N/A,0
ABC1000210,Retail space,1/1/2023," $8,193,307.71 ", Fully amortizing ," $5,325,650.01 ",6.00%," $16,386,615.42 "," $1,571,476.42 ",60,39,13%,Northeast,N/A,0
ABC1000211,Retail space,1/1/2021," $3,391,005.02 ", Fully amortizing ," $2,288,928.39 ",7.64%," $5,747,466.13 "," $474,165.96 ",120,81,27%,Midwest,N/A,0
ABC1000212,Multifamily residential,1/1/2021," $15,618,199.76 ", Partially amortizing ," $14,108,440.45 ",7.49%," $23,663,939.04 "," $2,030,365.97 ",120,91,4%,Northeast,N/A,0
ABC1000213,Office building,1/1/2020," $1,554,777.49 ", Partially amortizing ," $1,477,038.61 ",7.20%," $2,101,050.66 "," $154,217.12 ",180,165,20%,South,Class B,0
ABC1000214,Retail space,1/1/2022," $2,590,513.65 ", Fully amortizing ," $453,339.89 ",6.03%," $3,500,694.12 "," $242,248.03 ",120,21,5%,Northeast,N/A,0
ABC1000215,Office building,1/1/2019," $6,278,978.12 ", Partially amortizing ," $3,516,227.75 ",6.38%," $11,212,460.92 "," $230,976.70 ",180,48,3%,Northeast,Class C,0
ABC1000216,Multifamily residential,1/1/2018," $2,746,175.38 ", Partially amortizing ," $2,645,482.28 ",5.77%," $3,761,884.08 "," $243,393.90 ",60,49,1%,Midwest,N/A,0
ABC1000217,Multifamily residential,1/1/2018," $9,648,864.97 ", Partially amortizing ," $8,169,372.34 ",7.17%," $15,315,658.68 "," $952,633.97 ",120,74,35%,Midwest,N/A,0
ABC1000218,Multifamily residential,1/1/2019," $2,389,576.38 ", Fully amortizing ," $637,220.37 ",5.68%," $3,144,179.45 "," $338,628.13 ",60,16,31%,Midwest,N/A,0
ABC1000219,Retail space,1/1/2015," $2,087,422.78 ", Partially amortizing ," $1,676,896.30 ",6.60%," $4,537,875.62 "," $422,476.22 ",120,61,40%,Northeast,N/A,0
ABC1000220,Multifamily residential,1/1/2016," $8,275,431.25 ", Fully amortizing ," $4,758,372.97 ",7.18%," $15,046,238.63 "," $1,125,458.65 ",120,69,32%,South,N/A,0
ABC1000221,Office building,1/1/2019," $3,189,327.55 ", Fully amortizing ," $3,189,327.55 ",6.18%," $4,906,657.77 "," $334,143.39 ",60,60,33%,Midwest,Class A,0
ABC1000222,Multifamily residential,1/1/2019," $26,280,849.50 ", Fully amortizing ," $26,280,849.50 ",8.25%," $39,819,468.94 "," $2,715,687.78 ",120,120,13%,Northeast,N/A,0
ABC1000223,Retail space,1/1/2019," $12,755,834.90 ", Partially amortizing ," $10,162,148.47 ",6.52%," $15,555,896.22 "," $1,379,808.00 ",180,119,12%,Northeast,N/A,0
ABC1000224,Retail space,1/1/2015," $4,325,001.95 ", Partially amortizing ," $3,892,501.76 ",6.32%," $6,091,552.05 "," $321,024.79 ",120,90,15%,Northeast,N/A,1
ABC1000225,Office building,1/1/2022," $2,691,106.44 ", Fully amortizing ," $2,421,995.79 ",5.38%," $4,204,853.81 "," $493,229.35 ",60,54,11%,South,Class A,0
ABC1000226,Office building,1/1/2023," $12,592,040.85 ", Partially amortizing ," $11,248,889.82 ",6.46%," $23,318,594.16 "," $1,035,345.58 ",60,28,27%,South,Class C,0
ABC1000227,Retail space,1/1/2018," $6,091,464.58 ", Partially amortizing ," $4,000,061.74 ",7.49%," $8,344,472.03 "," $588,285.28 ",120,17,2%,Northeast,N/A,0
ABC1000228,Office building,1/1/2019," $5,702,698.02 ", Fully amortizing ," $5,702,698.02 ",5.58%," $8,511,489.58 "," $520,903.16 ",60,60,5%,South,Class B,0
ABC1000229,Multifamily residential,1/1/2018," $4,596,101.20 ", Partially amortizing ," $3,125,348.81 ",6.15%," $6,859,852.53 "," $525,464.70 ",180,84,31%,Midwest,N/A,0
ABC1000230,Multifamily residential,1/1/2016," $2,010,536.62 ", Partially amortizing ," $1,802,781.17 ",7.27%," $2,872,195.17 "," $185,256.59 ",120,89,7%,Northeast,N/A,0
ABC1000231,Retail space,1/1/2019," $1,809,056.37 ", Partially amortizing ," $1,694,482.80 ",6.27%," $2,380,337.32 "," $177,573.16 ",60,41,15%,Northeast,N/A,0
ABC1000232,Office building,1/1/2020," $3,943,437.98 ", Fully amortizing ," $460,067.76 ",5.81%," $6,259,425.37 "," $779,924.40 ",60,7,10%,Midwest,Class A,0
ABC1000233,Retail space,1/1/2022," $1,764,010.20 ", Partially amortizing ," $1,317,127.61 ",6.49%," $3,041,396.89 "," $207,119.13 ",120,44,33%,Northeast,N/A,0
ABC1000234,Retail space,1/1/2018," $543,476.16 ", Partially amortizing ," $485,505.37 ",7.07%," $811,158.45 "," $67,001.69 ",120,88,7%,Northeast,N/A,0
ABC1000235,Office building,1/1/2021," $545,193.33 ", Partially amortizing ," $510,664.42 ",6.86%," $991,260.60 "," $4,956.30 ",120,101,20%,Midwest,Class C,1
ABC1000236,Retail space,1/1/2016," $5,121,911.98 ", Partially amortizing ," $2,629,248.15 ",7.23%," $7,113,766.64 "," $489,427.14 ",180,34,8%,Northeast,N/A,0
ABC1000237,Retail space,1/1/2018," $3,753,035.02 ", Fully amortizing ," $3,190,079.77 ",7.10%," $5,686,416.69 "," $538,503.66 ",120,102,2%,Northeast,N/A,0
ABC1000238,Multifamily residential,1/1/2019," $2,970,233.73 ", Partially amortizing ," $2,168,270.63 ",7.70%," $5,303,988.81 "," $487,436.57 ",120,39,7%,Midwest,N/A,0
ABC1000239,Office building,1/1/2017," $1,906,610.86 ", Partially amortizing ," $1,855,767.91 ",7.04%," $2,611,795.70 "," $101,860.03 ",120,112,9%,South,Class C,0
ABC1000240,Office building,1/1/2016," $6,313,849.57 ", Partially amortizing ," $6,250,711.08 ",7.36%," $8,199,804.64 "," $652,704.45 ",60,57,15%,South,Class B,1
ABC1000241,Retail space,1/1/2022," $6,396,790.06 ", Partially amortizing ," $5,437,271.55 ",5.53%," $9,009,563.47 "," $663,103.87 ",60,15,9%,Northeast,N/A,0
ABC1000242,Office building,1/1/2015," $8,681,068.35 ", Partially amortizing ," $7,060,602.26 ",8.16%," $15,229,944.47 "," $929,026.61 ",60,4,4%,South,Class C,0
ABC1000243,Office building,1/1/2020," $5,384,159.79 ", Fully amortizing ," $3,948,383.85 ",5.63%," $8,826,491.47 "," $225,958.18 ",60,44,30%,Northeast,Class C,0
ABC1000244,Office building,1/1/2016," $8,834,102.55 ", Partially amortizing ," $5,536,037.60 ",7.61%," $12,803,047.17 "," $1,154,834.85 ",120,8,1%,Midwest,Class A,0
ABC1000245,Multifamily residential,1/1/2021," $2,669,693.55 ", Partially amortizing ," $2,456,118.06 ",5.41%," $3,926,019.92 "," $297,592.31 ",60,36,40%,South,N/A,0
ABC1000246,Retail space,1/1/2015," $2,668,646.56 ", Partially amortizing ," $2,633,064.60 ",7.47%," $3,655,680.22 "," $295,744.53 ",60,56,10%,West,N/A,0
ABC1000247,Multifamily residential,1/1/2023," $10,910,981.90 ", Partially amortizing ," $8,910,635.22 ",7.18%," $12,836,449.29 "," $578,923.86 ",180,125,12%,West,N/A,1
ABC1000248,Office building,1/1/2018," $1,184,898.31 ", Partially amortizing ," $1,101,955.43 ",5.43%," $2,235,657.19 "," $159,849.49 ",60,39,4%,South,Class B,0
ABC1000249,Multifamily residential,1/1/2016," $14,519,321.76 ", Partially amortizing ," $13,357,776.02 ",7.39%," $31,563,742.95 "," $2,989,086.46 ",60,36,4%,Northeast,N/A,0
ABC1000250,Retail space,1/1/2016," $6,975,101.97 ", Fully amortizing ," $4,882,571.38 ",7.52%," $10,898,596.83 "," $716,037.81 ",60,42,1%,Northeast,N/A,0
ABC1000251,Retail space,1/1/2023," $1,292,173.49 ", Fully amortizing ," $32,304.34 ",6.27%," $1,770,100.67 "," $205,685.70 ",120,3,39%,Midwest,N/A,0
ABC1000252,Multifamily residential,1/1/2016," $1,723,173.73 ", Partially amortizing ," $1,390,026.81 ",6.95%," $2,970,989.18 "," $352,953.52 ",60,2,15%,Northeast,N/A,0
ABC1000253,Retail space,1/1/2021," $5,387,090.69 ", Fully amortizing ," $1,571,234.79 ",7.33%," $8,162,258.62 "," $560,747.17 ",120,35,47%,Northeast,N/A,0
ABC1000254,Multifamily residential,1/1/2022," $3,214,736.31 ", Partially amortizing ," $2,989,704.77 ",6.08%," $4,229,916.20 "," $266,061.73 ",60,39,3%,Northeast,N/A,0
ABC1000255,Multifamily residential,1/1/2017," $10,503,399.98 ", Fully amortizing ," $9,715,644.98 ",7.55%," $16,159,076.89 "," $769,172.06 ",120,111,2%,Northeast,N/A,0
ABC1000256,Retail space,1/1/2019," $9,128,248.34 ", Partially amortizing ," $5,872,506.43 ",8.23%," $11,410,310.43 "," $926,517.21 ",120,13,30%,West,N/A,0
ABC1000257,Multifamily residential,1/1/2018," $1,581,467.96 ", Fully amortizing ," $896,165.18 ",5.51%," $2,726,668.89 "," $140,696.11 ",60,34,5%,Midwest,N/A,0
ABC1000258,Multifamily residential,1/1/2020," $4,502,336.02 ", Partially amortizing ," $3,721,931.11 ",6.05%," $7,261,832.29 "," $392,865.13 ",60,8,13%,Northeast,N/A,0
ABC1000259,Multifamily residential,1/1/2021," $1,984,466.37 ", Partially amortizing ," $1,845,553.73 ",5.08%," $2,480,582.96 "," $267,902.96 ",60,39,6%,Northeast,N/A,0
ABC1000260,Retail space,1/1/2022," $4,292,240.46 ", Partially amortizing ," $3,920,246.28 ",6.38%," $7,036,459.76 "," $479,886.56 ",120,94,8%,Northeast,N/A,0
ABC1000261,Office building,1/1/2020," $2,187,884.38 ", Partially amortizing ," $1,794,065.19 ",7.65%," $3,906,936.39 "," $251,216.01 ",120,66,24%,Northeast,Class A,0
ABC1000262,Multifamily residential,1/1/2019," $12,129,730.06 ", Partially amortizing ," $11,846,703.02 ",6.35%," $18,952,703.22 "," $1,605,293.96 ",60,53,14%,Northeast,N/A,0
ABC1000263,Multifamily residential,1/1/2016," $1,597,742.52 ", Partially amortizing ," $1,427,316.65 ",7.04%," $2,754,728.48 "," $221,755.64 ",60,28,8%,Midwest,N/A,0
ABC1000264,Office building,1/1/2018," $6,410,873.61 ", Fully amortizing ," $2,884,893.13 ",5.80%," $10,509,628.88 "," $1,279,021.83 ",60,27,1%,South,Class A,0
ABC1000265,Multifamily residential,1/1/2016," $3,715,037.34 ", Partially amortizing ," $2,303,323.15 ",7.25%," $6,405,236.79 "," $516,902.61 ",120,6,13%,Midwest,N/A,0
ABC1000266,Office building,1/1/2022," $2,060,477.13 ", Partially amortizing ," $961,556.00 ",7.55%," $4,578,838.08 "," $383,706.63 ",180,20,4%,South,Class B,0
ABC1000267,Office building,1/1/2016," $4,283,010.04 ", Partially amortizing ," $3,055,213.83 ",7.07%," $6,692,203.18 "," $33,461.02 ",120,34,13%,Midwest,Class C,0
ABC1000268,Multifamily residential,1/1/2015," $2,009,578.04 ", Fully amortizing ," $100,478.90 ",8.10%," $4,019,156.07 "," $393,475.38 ",60,3,39%,Northeast,N/A,0
ABC1000269,Retail space,1/1/2015," $180,336.47 ", Partially amortizing ," $164,106.18 ",7.10%," $286,248.36 "," $20,552.63 ",120,93,29%,Northeast,N/A,0
ABC1000270,Retail space,1/1/2020," $3,171,885.20 ", Fully amortizing ," $1,083,727.44 ",7.23%," $5,199,811.80 "," $422,224.72 ",120,41,50%,South,N/A,0
ABC1000271,Office building,1/1/2016," $1,433,369.07 ", Partially amortizing ," $1,428,591.17 ",7.46%," $2,704,469.94 "," $290,460.07 ",60,59,11%,Midwest,Class A,0
ABC1000272,Retail space,1/1/2017," $4,558,401.45 ", Partially amortizing ," $3,920,225.24 ",6.55%," $6,331,113.12 "," $598,923.30 ",60,18,15%,Northeast,N/A,0
ABC1000273,Multifamily residential,1/1/2018," $805,676.19 ", Partially amortizing ," $781,505.91 ",6.85%," $1,342,793.66 "," $79,761.94 ",120,111,11%,South,N/A,0
ABC1000274,Retail space,1/1/2020," $837,567.66 ", Partially amortizing ," $759,394.68 ",7.97%," $1,288,565.63 "," $97,544.42 ",120,92,13%,Northeast,N/A,0
ABC1000275,Multifamily residential,1/1/2021," $1,910,841.47 ", Partially amortizing ," $1,840,777.28 ",5.23%," $2,330,294.47 "," $145,876.43 ",60,49,13%,Midwest,N/A,0
ABC1000276,Multifamily residential,1/1/2016," $11,964,910.33 ", Partially amortizing ," $10,688,653.23 ",7.67%," $16,851,986.39 "," $1,156,046.27 ",60,28,2%,Northeast,N/A,0
